ordinal,sku,asin,gate_status,readback_status,observed_at,secondary_total,fixed_card_occurrences,additional_total,additional_relevant,exact_recipe_images,shared_context_images,recipe_components_covered,recipe_components_required,blockers,primary_evidence_path,primary_evidence_sha256,row_evidence_sha256
44,GU-ASQ1-S7M6,B0H828GQLP,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,1,GALLERY_REPAIR_NOT_APPLIED;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,e4b3c18ce173d132e4dffb5715c64639d0df38c5347c3a794caad185b1ad86ae
45,GX-ASTJ-WHV3,B0H83XV9WX,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,2,GALLERY_REPAIR_NOT_APPLIED;MISSING_RECIPE_COMPONENT:PB_APPLE_CINNAMON_PROTEIN;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,f9e3c66ae3cc163b4edd29c0af62c373d55fc9c832ae2196b7ffa262ef616a9f
46,HA-ASCR-ME3A,B0H85V287S,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,2,GALLERY_REPAIR_NOT_APPLIED;MISSING_RECIPE_COMPONENT:PB_CHOCOLATE_FLAVORED_SPREAD;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,966a6b8d2582e1d45ce980392036ed9bd5e019a7be45b758fa7ed075de1a12bf
47,HD-ASEQ-MFAY,B0H83QW85C,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,9ac626f058e94da2c59184c50791874a5ed105458db9de75dcf5cf0d0fe47576
48,HR-AS7Q-7ZDF,B0H856RRRK,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:PB_CHOCOLATE_FLAVORED_SPREAD;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,10e626d662eff1d4e25398b927eb0740593d261aa1f5ca391b3e90a5ef4041b2
49,HU-ASMI-DN3X,B0H82YMT6K,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,6,0,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,edfc21c64e0f54c3bece297581f600c13bcf091b27e4db583d38b6659a3615e4
50,HX-ASO8-XCL2,B0H832SD15,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,5,0,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,c1f316d19ecc84496822999214428664aa2425327bb48678d6b5e9370bb48ff8
51,HZ-ASPS-4L22,B0H857K38C,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:PB_BLUEBERRY_PROTEIN;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,c5e04c42bb192650c97aefc3a6191d49130a8ff377ec8981798e100266282cb2
52,JC-ASM4-XXW7,B0H84ZL156,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,2,GALLERY_REPAIR_NOT_APPLIED;MISSING_RECIPE_COMPONENT:PB_BLACKBERRY;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,5770f870b386b19311fd8e2ba5500027fb7b92b4098272ccedeba6b4da6d5ead
53,JH-ASV9-Z46X,B0H8369PMK,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,d2a4d682d2152176fcd1e6a622f47687067350af152fa2032a2bdaaf39ca93c2
54,JL-ASUC-JUZE,B0H831MXGD,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,a9a4a0718bcbf1eee99bfaa44710d574b7a37a4b2e1920686725260d5a34422e
55,JS-AS5F-QB8T,B0H822TJ7C,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,9aa38880c69cd1c257f37a87197583d5c7553739e7796f22eb1915866e9fefdf
56,JT-ASKD-KS8T,B0H83Z6S3Q,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,5,0,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,e9bfec4e2ef91b372213e1090ce90cb2708016396ef1bc4a9d374d3ccd88fb2f
57,JU-ASM0-KV4Z,B0H8462L4S,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:WHOLE_WHEAT_PB_GRAPE;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,3b7e49474b5a1c1bdc4ca19d656a49aae633e5dfba40a5bf005a502032acbbb4
58,JU-ASYC-SSJD,B0H854C7SZ,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:WHOLE_WHEAT_PB_GRAPE;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,eb107d4810019b16f337dc4da12793426d462cc380316e4a9d1878e6e868a981
59,JY-ASPW-LB4K,B0H84621N6,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:PB_APPLE_CINNAMON_PROTEIN;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,1ec2535532d398297a9bb7114c752fed5afbb8582867769bf32bd3cd4b4a3026
60,KD-AS12-8HZ3,B0H845JBM6,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,2,GALLERY_REPAIR_NOT_APPLIED;MISSING_RECIPE_COMPONENT:PB_MIXED_BERRY_MORNING_PROTEIN;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,b7cba9d7b1a55b5e6a1d8eb8a60b61063ed11a4c378aedef5ae8921026792ef2
61,KN-ASYZ-ST4M,B0H83XBXHX,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,2,GALLERY_REPAIR_NOT_APPLIED;MISSING_RECIPE_COMPONENT:PB_RASPBERRY;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,3c5192981ab4db161fd40b1c98a10ed977e0adca7bc522dba2c1f7945312e2a3
62,KP-ASYC-RN84,B0H83FYZR3,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,6,0,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,759922769203cc7146821f84858c4d20593563b62599fd62a710bd52d68a0d0d
63,LH-ASP7-KZR4,B0H82XNFRW,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,2a77a43e56a4e71814ce02f6578dea34d5c386e7fbe3182e46f3756dd5a1101c
64,LJ-ASYO-FWJK,B0H853SHVC,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:CHOCOLATE_HAZELNUT;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,fe9e6a0a906de302a93cf6387c7f78690ff35514cf013724560be584ce2394d1
65,LK-AS7X-K43B,B0H84CGGXL,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:PB_STRAWBERRY;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,1592763d2801368f2289a2875af5e26976dbd9a9ca0fa4d5a8f58c0be52e7ff4
66,LP-AS9J-HSVB,B0H82B7KK1,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,1,GALLERY_REPAIR_NOT_APPLIED;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,458c246acb7d6ac352610e42d542aae9fe393e43dbd4d143d1ab7ab6711b7b3d
67,LU-ASK0-LSDF,B0H84YZDB7,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:PB_GRAPE;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,614780a72594b83d7af396865c56418d4ca7fe4fce1194c79ae0117ab2b4c658
68,ME-AS1I-SEX2,B0H83RVHNF,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,5b754f94ada8f18a9a44897ada0c3720b865b2c63680edd5ed81165a32d14d35
69,MF-AS0J-YRT4,B0H82NHQCL,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,7e0a7f7d46f8cfbe06dd9d789206cd30a079cca7531730781ddea4a00983ce05
70,MP-ASYO-QNU2,B0H84Z9KWL,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:PB_GRAPE;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,e7ee60dd7b9720d682881561d648c860983b6b2d945fa6f79f0d9d8a967f80d2
71,MP-ASZ9-TKE7,B0H837HLKC,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,5,1,4,3,3,0,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,0ec19842eb18ee06420fb0c1bbe217feb3899900fe91fc3c3352a0f7747a3fc4
72,NC-ASPL-EXE8,B0H83QRV43,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,2,GALLERY_REPAIR_NOT_APPLIED;MISSING_RECIPE_COMPONENT:WHOLE_WHEAT_PB_STRAWBERRY;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,0a55f01541c8a6df1ef46495c11e0d708a2a5a5181ec76038a51655d98a50ac4
73,NJ-ASAC-PTK2,B0H82X48CD,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,af8f04efe5289f1f743070b45eaf18449847dc7a27cd8e3356671bd80a7969d6
74,NM-ASEW-S2SK,B0H86TVN3C,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,5,1,4,3,3,0,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,b4e366c128041c55d43cfa937e8326b680ac4beafbf71239bafd3099cbdc7955
75,NS-ASSD-B3JJ,B0H82L945T,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,6,0,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,cf5f4c087f16da292e26794bb8e90935f0a16c6341be8b8229b49f27bfeb9d8d
76,NT-ASIL-V5LK,B0H84547PM,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,2,GALLERY_REPAIR_NOT_APPLIED;MISSING_RECIPE_COMPONENT:PB_CHOCOLATE_FLAVORED_SPREAD;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,c8496dce57249575cd11fe0b193dcc35dac61f32dcf681486b4563f281b52f53
77,NV-AS86-HD44,B0H85KQJKS,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,5,0,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:WHOLE_WHEAT_PB_GRAPE;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,dd9428754dfef973c1ecbba4f35a182cdf5db09acd7859dfa7e681a39265f046
78,PB-ASAF-G2T6,B0H82K7Y7S,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,f68ec31acd6a0d4250b7f24e9a6e3ee2a5b0e7a139e927a96dcec787157f4b41
79,PJ-ASAX-6LTG,B0H82T12L7,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,ed7a693769e368ca6c55afd8a70440f6cb4d477552a1ee5c4f745e3dffa48727
80,PJ-ASDX-E8LW,B0H85MGP35,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:PB_MIXED_BERRY_MORNING_PROTEIN;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,677bd914150f96624e015aaaacda17eb4c95d8bc64121b1758294f6acb4248fe
81,PL-ASR9-U94A,B0H83RR2XQ,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,5,1,4,3,3,0,1,1,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,66015581d89fdb8ff2aa8e6356bcd4b5d6c8c5bcc190531f17129b07f1a77524
82,PP-AS23-SPLQ,B0H84CDNQG,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:WHOLE_WHEAT_PB_STRAWBERRY;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,6fde8374c2f8b44f964be5e43f96ac79eb0c26c3292f07e06ae6a724d9e0a350
83,PR-AS79-8SDF,B0H82L74PL,BLOCKED,POINT_IN_TIME_PASS_LATEST_READBACK_MISSING,2026-07-17T22:43:12.080Z,7,1,6,6,5,1,1,1,LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,0d42399cdf6a69e70018e9bbe01eb394836b1e8806cac264c29b6f47ec99bfa6
84,PT-AS5B-Z2XH,B0H84Z6QWY,FAIL,POINT_IN_TIME_FAIL_REPAIR_NOT_APPLIED,2026-07-17T22:43:12.080Z,7,1,6,5,4,1,1,2,GALLERY_REPAIR_NOT_APPLIED;DISALLOWED_ASSET_SHA256;ASSET_HAS_POLICY_ISSUES;UNAPPROVED_SHARED_CONTEXT_ASSET;MISSING_RECIPE_COMPONENT:PB_GRAPE;UNBALANCED_RECIPE_COMPONENT_COUNTS;NOT_RECIPE_COMPONENT_ROUND_ROBIN;LATEST_LIVE_GALLERY_READBACK_REQUIRED,data/audits/uncrustables-live-gallery-fetch-20260718/manifest.json,aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,42b66d575341273d0ddb5483ec04e673d552ba874ad53fa3e001d871fc845ceb
